이름,성별,전화번호,나이,현재 체중,목표 체중,키,회원 가입일,회원 정보 갱신일,흡연 여부,음주 여부,가입 개월 수,개인상담 요청
홍서진,여,01053168473,16 세,60kg,54kg,168,2018년 01월 13일,2018년 01월 13일,아니오,안 마심,3개월,아니요
한슬은,여성,01078963793,32,65,62,167,2018년 01월 01일,2018년 02월 07일,아니오,월 2회,0개월,아니요
김민건,남성,01063546672,29,79 kg,77 kg,172,2018년 02월 09일,2018년 02월 09일,아니오,월 1회,0개월,아니요
배서훈,남성,010-1816-3659,29,80,77,181,2018년 01월 28일,2018년 01월 28일,아니오,주 1회,0개월,아니요
최서희,여,010-4824-9821,32,60,57,166,2018년 01월 29일,2018년 05월 01일,아니오,월 1회,0개월,아니요
황태영,남성,010-9298-5357,32,81,74,171,2018년 01월 21일,2018년 02월 03일,아니오,월 2회,0개월,아니요
임동현,Male,01098375424,42,78,77,174,2018년 02월 07일,2018년 02월 07일,아니오,주 1회,0개월,아니요
문우찬,남,010-8646-6747,,80,71,170,2018년 01월 30일,2018년 01월 30일,아니오,안 마심,0개월,아니요
신동후,남,010-9576-2513,33,81,79,182,2018년 01월 15일,2018년 02월 12일,아니오,주 1회,0개월,아니요
전시훈,남,010-5446-7373,28세,85,78,173,2018년 01월 09일,2018년 01월 09일,아니오,주 1회,12개월,아니요
임연후,남성,01034969947,39,77,76,174,2018년 02월 20일,2018년 04월 09일,아니오,주 1회,3개월,예
한성빈,여성,01051116844,34,59,56,0,2018년 01월 11일,2018년 01월 11일,아니오,주 1회,12개월,아니요
장성수,남성,010-2431-3789,,76,67,175,2018년 02월 17일,2018년 04월 29일,아니오,월 2회,3개월,아니요
장서빈,female,010-7927-4355,30,58,50,171,2018년 01월 26일,2018년 03월 26일,예,월 1회,0개월,예
조진호,남성,01069174459,38 세,73,70,172,2018년 01월 08일,2018년 01월 08일,예,안 마심,0개월,아니요
조슬영,여성,010-6836-4769,,145,135,163,2018년 01월 02일,2018년 01월 02일,예,주 2회,6개월,아니요
류세원,남성,010-2369-2477,39,82kg,74kg,182,2018년 01월 01일,2018년 01월 01일,아니오,주 1회,0개월,아니요
강동한,남성,010-5595-4761,,83,77,168,2018년 01월 23일,2018년 01월 23일,아니오,주 1회,0개월,아니요
조수민,남성,01076451129,35,77,71,165,2018년 01월 22일,2018년 01월 22일,아니오,월 2회,0개월,아니요
문소율,여성,010-1182-3166,30,60,51,175,2018년 02월 25일,2018년 02월 25일,예,주 1회,0개월,아니요
오수애,Female,010-3745-1576,23,60,51,166,2018년 01월 23일,2018년 01월 23일,아니오,주 2회,0개월,아니요
이준우,남,01032946182,,79,73,180,2018년 02월 22일,2018년 06월 02일,아니오,주 2회,3개월,아니요
강재영,남성,01083481126,33,79,78,180,2018년 01월 22일,2018년 01월 22일,예,주 2회,0개월,아니요
정수현,여성,010-1483-6946,,61,59,171,2018년 01월 18일,2018년 03월 19일,아니오,주 2회,0개월,아니요
임세안,여성,010-5285-4569,30,58,48,166,2018년 02월 13일,2018년 02월 13일,예,월 2회,3개월,예
황성빈,여성,unknown,39,60 kg,51 kg,170,2018년 02월 20일,2018년 02월 20일,아니오,월 2회,3개월,아니요
한이찬,남성,010-6445-5661,,80,76,178cm,2018년 02월 19일,2018년 05월 20일,아니오,주 2회,3개월,아니요
양윤상,남성,010-4136-3772,31,79,73,178cm,2018년 01월 02일,2018년 01월 02일,예,주 1회,0개월,아니요
임수아,여,010-7821-7317,23,53,47,171,2018년 02월 26일,2018년 02월 26일,아니오,주 1회,0개월,아니요
고장훈,남,010-7382-5481,31,78,70,181,2018년 02월 05일,2018년 02월 05일,예,주 1회,3개월,아니요
강영준,남성,010-8287-9582,21,0,0,171cm,2018년 01월 30일,2018년 01월 30일,아니오,안 마심,0개월,아니요
장은진,남,010-7413-5865,36 세,83,73,182 cm,2018년 01월 08일,2018년 01월 08일,아니오,월 2회,0개월,아니요
장서후,남성,01046534913,37,80,79,167 cm,2018년 02월 17일,2018년 02월 17일,아니오,주 2회,0개월,예
문지빈,여성,010-8956-6727,,63,53,173,2018년 02월 03일,2018년 02월 03일,아니오,주 1회,0개월,아니요
전승환,남,010-7244-4885,43,82,75,178,2018년 02월 15일,2018년 02월 15일,아니오,주 1회,3개월,아니요
박소민,여성,010-5153-3167,17,57,54,162,2018년 01월 09일,2018년 01월 09일,예,주 1회,0개월,아니요
전시우,남성,010-1119-1934,32,76,74,0,2018년 01월 02일,2018년 01월 29일,아니오,월 1회,3개월,아니요
전동환,남,010-5719-3598,37,0,0,178,2018년 02월 12일,2018년 05월 21일,아니오,월 1회,0개월,아니요
이진영,남,010-1787-8158,27,80,76,176,2018년 01월 03일,2018년 01월 24일,아니오,월 2회,3개월,아니요
안승윤,MALE,010-6995-6872,36 세,79 kg,73 kg,171,2018년 01월 29일,2018년 02월 10일,아니오,주 1회,0개월,아니요
권찬혁,남성,010-2412-7286,41,80,75,168,2018년 02월 15일,2018년 02월 15일,아니오,주 2회,0개월,아니요
홍시환,Male,01033212241,30,0,0,172,2018년 01월 05일,2018년 01월 05일,예,주 2회,0개월,아니요
서진혁,남성,010-7727-9166,36,79,75,175,2018년 02월 18일,2018년 02월 18일,아니오,주 2회,3개월,아니요
전슬지,여,010-6962-4466,34,59kg,57kg,170,2018년 02월 02일,2018년 02월 02일,아니오,월 2회,0개월,아니요
강대연,남성,010-9227-4717,34,79,72,177,2018년 02월 08일,2018년 02월 08일,예,월 1회,6개월,예
고채훈,남성,010-9844-1398,26,0,0,176,2018년 02월 20일,2018년 02월 20일,예,주 1회,0개월,아니요
박이황,Male,01016458368,95,81,72,177,2018년 01월 19일,2018년 01월 19일,아니오,주 1회,0개월,아니요
조장우,남,010-3437-6896,36,84,83,178 cm,2018년 02월 13일,2018년 02월 13일,아니오,월 1회,3개월,아니요
배수한,남성,010-6139-7898,31세,74,72,175,2018년 01월 31일,2018년 04월 29일,아니오,주 2회,0개월,아니요
송성아,여성,010-9574-6165,39 세,63kg,60kg,167,2018년 01월 27일,2018년 01월 27일,아니오,월 1회,0개월,아니요
조윤우,남성,01029745435,34,130,124,176,2018년 01월 05일,2018년 01월 05일,아니오,월 1회,3개월,아니요
양성은,여성,010-5276-3561,39,60 kg,53 kg,172,2018년 02월 08일,2018년 02월 08일,예,월 2회,0개월,아니요
서세원,남성,010-1643-6865,41,86,77,177 cm,2018년 02월 25일,2018년 02월 25일,아니오,안 마심,0개월,아니요
손수혁,남성,010-1643-8285,23,0,0,181 cm,2018년 01월 13일,2018년 01월 13일,아니오,월 1회,0개월,아니요
권재훈,남성,010-7255-7112,26,0,0,184,2018년 01월 04일,2018년 01월 04일,아니오,주 2회,0개월,아니요
안승하,female,010-4295-4847,29세,60,55,173cm,2018년 01월 29일,2018년 01월 29일,아니오,월 2회,0개월,아니요
조은준,남성,01042975751,38,81,76,0,2018년 02월 16일,2018년 05월 02일,아니오,월 2회,12개월,아니요
배주원,남,01022629211,43,75,72,183,2018년 02월 26일,2018년 02월 26일,아니오,월 1회,0개월,아니요
문초은,Female,010-6655-3781,36,63,56,169,2018년 01월 28일,2018년 01월 28일,아니오,주 1회,12개월,아니요
송시환,남성,010-8289-8514,38,76,67,162,2018년 02월 15일,2018년 05월 01일,아니오,월 1회,0개월,아니요
최지희,여성,010-1894-1358,24,63kg,53kg,0,2018년 01월 24일,2018년 01월 24일,아니오,주 1회,0개월,아니요
서민기,male,010-2623-3741,36,83kg,82kg,173,2018년 02월 18일,2018년 02월 18일,아니오,월 2회,6개월,아니요
고영후,남성,010-3396-1137,38,81 kg,78 kg,176,2018년 02월 09일,2018년 02월 09일,아니오,월 1회,0개월,아니요
한송빈,남성,010-9839-9834,35,74,66,177,2018년 02월 27일,2018년 02월 27일,아니오,주 2회,0개월,아니요
문서우,여성,010-1681-3993,26,65,57,181cm,2018년 01월 04일,2018년 01월 04일,예,월 2회,0개월,아니요
유한규,남,010-1917-2947,40,0,0,174,2018년 01월 28일,2018년 01월 28일,아니오,주 1회,0개월,아니요
황환희,남,unknown,29,26,23,177,2018년 02월 10일,2018년 04월 15일,아니오,주 1회,0개월,아니요
송윤후,남,010-4626-9396,33,83,76,176,2018년 01월 09일,2018년 01월 09일,아니오,주 1회,0개월,아니요
한승혁,male,01016143679,31,82kg,79kg,171 cm,2018년 02월 23일,2018년 02월 23일,아니오,월 1회,3개월,아니요
김슬은,여성,01064312253,21,0,0,175,2018년 01월 30일,2018년 01월 30일,아니오,월 2회,0개월,아니요
조동혜,남성,unknown,34,79,71,185cm,2018년 01월 08일,2018년 01월 08일,아니오,안 마심,0개월,아니요
허소빈,여성,010-4716-9157,32,52 kg,42 kg,167,2018년 01월 02일,2018년 01월 02일,아니오,주 1회,0개월,아니요
전영후,male,010-1964-4478,34세,78,71,177,2018년 02월 18일,2018년 02월 18일,아니오,주 1회,0개월,아니요
신수현,여성,01042858611,36,60,57,174,2018년 02월 28일,2018년 02월 28일,아니오,주 2회,0개월,아니요
배준우,남,010-6644-6189,28,81,76,0,2018년 02월 10일,2018년 02월 10일,아니오,주 1회,0개월,예
신설민,female,010-2871-7622,21,62,61,172 cm,2018년 01월 30일,2018년 01월 30일,예,주 1회,0개월,아니요
유동해,남성,01039845897,29,76,75,171,2018년 02월 01일,2018년 02월 01일,아니오,주 1회,0개월,아니요
안송후,남성,01037712148,33,79kg,70kg,0,2018년 01월 29일,2018년 02월 16일,아니오,주 2회,0개월,아니요
신준호,남,010-7294-1299,26,80,75,0,2018년 01월 21일,2018년 01월 21일,아니오,주 1회,3개월,아니요
황찬 율,male,010-3837-5966,39,79,71,0,2018년 02월 22일,2018년 02월 22일,예,월 1회,0개월,아니요
김수지,여성,010-6691-5597,34,60,55,164,2018년 02월 09일,2018년 02월 09일,예,주 1회,0개월,아니요
백재현,남성,010-2488-6133,31,80,75,182cm,2018년 02월 21일,2018년 02월 21일,아니오,월 2회,6개월,아니요
서승호,남,010-9879-7624,33,147,146,175,2018년 01월 06일,2018년 02월 24일,예,월 1회,6개월,예
홍채빈,남,010-4473-7274,43,76,69,181,2018년 02월 05일,2018년 02월 05일,아니오,주 1회,0개월,아니요
임지희,female,01029293155,,56,55,0,2018년 01월 24일,2018년 01월 24일,예,주 1회,0개월,아니요
허성은,여성,010-1435-4777,35세,0,0,179,2018년 02월 08일,2018년 02월 08일,아니오,월 1회,0개월,아니요
임재민,남성,01036437687,37,81,77,168,2018년 02월 20일,2018년 02월 20일,아니오,주 1회,0개월,아니요
조원일,남성,01035827223,37,74,72,0,2018년 02월 12일,2018년 02월 12일,예,주 1회,3개월,아니요
황지혜,여,010-8721-2824,31,56,49,166,2018년 02월 28일,2018년 02월 28일,아니오,월 2회,0개월,아니요
윤성희,여성,010-9474-4798,33,60kg,57kg,175,2018년 01월 14일,2018년 02월 07일,예,주 2회,0개월,아니요
문승현,남성,010-3437-7297,30,78 kg,70 kg,176,2018년 01월 14일,2018년 01월 27일,예,월 2회,0개월,아니요
서슬영,여성,unknown,26,58,52,172,2018년 01월 11일,2018년 01월 11일,아니오,안 마심,6개월,예
류우준,남성,010-4941-6274,,79,69,179 cm,2018년 02월 07일,2018년 02월 07일,아니오,월 1회,3개월,아니요
권준우,남,01099637933,37,81,71,0,2018년 01월 27일,2018년 01월 27일,아니오,월 1회,0개월,아니요
배승진,남성,01018625751,29,79,76,174,2018년 01월 23일,2018년 01월 23일,아니오,월 2회,3개월,아니요
안윤후,남성,010-9435-4158,34,80,74,176,2018년 01월 27일,2018년 03월 09일,예,주 2회,0개월,아니요
손선이,여,010-5462-8653,27세,58,49,175,2018년 02월 15일,2018년 02월 15일,아니오,주 2회,0개월,아니요
신서우,여성,010-4296-1712,27,58,51,163,2018년 02월 13일,2018년 03월 25일,아니오,주 1회,3개월,아니요
유세희,여성,010-7356-6623,31,59,54,0,2018년 02월 07일,2018년 02월 07일,아니오,월 2회,0개월,아니요
조채안,여성,01029815138,24,57,56,166,2018년 02월 26일,2018년 02월 26일,예,주 1회,0개월,아니요
양민진,남성,01026678414,40세,0,0,173,2018년 02월 16일,2018년 02월 16일,예,안 마심,3개월,아니요
손채민,남성,010-5123-1452,30,87,85,186cm,2018년 01월 27일,2018년 04월 24일,아니오,주 1회,6개월,아니요
김진혁,남성,010-8117-9616,38,81,77,175,2018년 02월 14일,2018년 02월 14일,아니오,주 1회,0개월,아니요
류승호,male,010-1925-8849,,78kg,75kg,121,2018년 02월 10일,2018년 05월 02일,아니오,월 2회,0개월,아니요
임지안,여성,010-1732-9155,30,63,54,163,2018년 02월 28일,2018년 02월 28일,아니오,월 1회,0개월,아니요
윤재현,남성,unknown,31,86,81,185,2018년 01월 30일,2018년 04월 07일,아니오,월 1회,6개월,아니요
최연재,남성,010-8232-2154,41,78,72,178,2018년 02월 21일,2018년 05월 06일,아니오,주 1회,0개월,아니요
배슬윤,여성,unknown,33,0,0,167,2018년 02월 03일,2018년 02월 15일,아니오,안 마심,3개월,아니요
장동현,남성,010-6641-1433,38,78,68,183,2018년 02월 27일,2018년 02월 27일,아니오,주 1회,0개월,아니요
신서우,여성,01016452253,,55,50,180,2018년 02월 18일,2018년 02월 18일,아니오,주 2회,0개월,아니요
전설희,여,01089565563,33,59,58,0,2018년 02월 09일,2018년 02월 16일,아니오,월 2회,0개월,아니요
오은준,Male,01097495867,34,81,75,180,2018년 02월 19일,2018년 02월 19일,아니오,월 1회,0개월,아니요
윤슬아,female,unknown,35,56,51,0,2018년 02월 13일,2018년 02월 13일,아니오,월 1회,0개월,아니요
서소빈,여성,01053787179,26,61,56,169,2018년 02월 09일,2018년 02월 09일,아니오,월 2회,0개월,아니요
전윤 채,남,010-2362-3189,,81,79,183,2018년 01월 11일,2018년 03월 06일,아니오,월 2회,0개월,아니요
임장우,남,010-4938-1435,46,84,82,173,2018년 02월 13일,2018년 02월 13일,아니오,월 1회,6개월,아니요
오수애,여,010-2874-7438,23,60kg,56kg,169cm,2018년 01월 16일,2018년 01월 16일,아니오,월 1회,0개월,아니요
권슬은,여성,01048366986,24,56 kg,52 kg,170,2018년 01월 04일,2018년 01월 04일,예,월 1회,0개월,아니요
권태연,남,unknown,35,76,70,179cm,2018년 01월 14일,2018년 01월 14일,아니오,월 2회,0개월,아니요
고은찬,남,010-9537-1573,31,80,70,173,2018년 01월 27일,2018년 01월 27일,아니오,안 마심,12개월,아니요
조서안,여,01078687386,34,62,61,173,2018년 02월 13일,2018년 02월 13일,아니오,주 2회,0개월,아니요
황대훈,남성,01012412454,35,77kg,67kg,176,2018년 01월 17일,2018년 01월 17일,아니오,주 2회,0개월,아니요
유주훈,남성,010-5589-9757,46세,83,75,176,2018년 01월 10일,2018년 01월 10일,아니오,월 2회,0개월,아니요
배세희,female,010-8959-6473,26,59,55,0,2018년 02월 20일,2018년 02월 20일,아니오,안 마심,6개월,아니요
황장혁,남성,010-8345-8442,32,77,68,175cm,2018년 02월 08일,2018년 03월 18일,아니오,월 2회,0개월,아니요
조준연,남성,010-3171-8583,30,82,76,177,2018년 01월 26일,2018년 01월 26일,아니오,주 2회,0개월,아니요
허초윤,여성,010-7438-7223,118,61,60,174,2018년 01월 24일,2018년 01월 24일,아니오,월 1회,0개월,아니요
권승아,여,010-1952-9616,27,56,47,171,2018년 02월 15일,2018년 04월 08일,아니오,월 1회,0개월,예
윤슬지,여성,01011641812,35,57,54,0,2018년 01월 10일,2018년 01월 10일,아니오,주 1회,6개월,아니요
황슬은,여성,010-7151-6256,,57kg,49kg,172cm,2018년 02월 18일,2018년 02월 18일,아니오,월 2회,0개월,아니요
신준연,남,01037296762,44세,81 kg,79 kg,183 cm,2018년 01월 28일,2018년 01월 28일,예,월 1회,6개월,아니요
고민찬,남성,unknown,,80,71,186,2018년 01월 31일,2018년 02월 01일,아니오,월 2회,0개월,아니요
허서혜,여성,01072662468,28,0,0,176,2018년 01월 01일,2018년 02월 22일,아니오,안 마심,0개월,아니요
이원준,남성,010-8753-6796,31,0,0,170 cm,2018년 01월 17일,2018년 01월 19일,아니오,주 1회,0개월,아니요
황주환,남성,010-1185-7268,40,83,74,189,2018년 01월 24일,2018년 01월 24일,아니오,월 2회,0개월,아니요
강이안,남,010-7479-7361,26세,78kg,74kg,176,2018년 02월 07일,2018년 02월 07일,아니오,주 1회,0개월,아니요
최이황,남성,010-2556-2193,33,79,73,167,2018년 02월 14일,2018년 02월 14일,아니오,주 1회,3개월,예
임지민,여,010-7643-2291,33,58 kg,48 kg,167,2018년 01월 12일,2018년 01월 21일,아니오,안 마심,3개월,아니요
윤소희,여성,010-3897-1892,31,60,59,177,2018년 02월 11일,2018년 02월 11일,아니오,월 2회,0개월,아니요
류동완,남성,010-3758-3698,40,78,71,178,2018년 01월 25일,2018년 01월 25일,예,주 2회,12개월,아니요
송유준,남성,010-6685-5975,38,78kg,76kg,175 cm,2018년 01월 12일,2018년 01월 12일,아니오,월 1회,3개월,아니요
임지수,여성,01089664685,29,59,56,168 cm,2018년 01월 24일,2018년 01월 24일,아니오,안 마심,3개월,아니요
유영인,male,010-9715-3696,36,79,75,0,2018년 01월 17일,2018년 01월 17일,아니오,월 2회,0개월,아니요
고승환,남,010-5681-8246,116,80,78,179,2018년 01월 27일,2018년 01월 27일,아니오,안 마심,0개월,예
정슬희,여,010-1484-4134,29,63,56,169,2018년 01월 09일,2018년 04월 15일,아니오,주 1회,3개월,아니요
최윤오,남,010-2426-9554,,83,76,173,2018년 02월 27일,2018년 02월 27일,아니오,월 2회,12개월,아니요
황준연,남,unknown,34,79 kg,72 kg,169 cm,2018년 02월 05일,2018년 02월 12일,아니오,월 1회,0개월,아니요
